acct,area,vmail,day.mins,day.calls,day.charge,intl.mins,intl.calls,intl.charge,churn
1951,415,no,155,110,26.35,7,4,1.89,Yes
1952,415,yes,129.3,123,21.98,9.6,7,2.59,No
1953,415,no,188.5,77,32.05,6.1,6,1.65,No
1954,408,no,208.8,120,35.5,11.1,5,3,No
1955,510,no,238,82,40.46,11.8,10,3.19,Yes
1956,415,no,211.1,103,35.89,5.6,4,1.51,No
1957,510,yes,198.9,87,33.81,12.6,4,3.4,No
1958,408,no,212.8,79,36.18,10.2,2,2.75,No
1959,510,no,137.4,126,23.36,12.4,2,3.35,No
1960,510,yes,191.8,75,32.61,12.8,3,3.46,No
1961,510,no,149,92,25.33,13.9,11,3.75,No
1962,408,no,117.1,118,19.91,11.1,4,3,No
1963,415,no,108,79,18.36,10.4,3,2.81,No
1964,415,no,112.8,133,19.18,10.1,5,2.73,No
1965,510,no,175.9,105,29.9,11,6,2.97,No
1966,510,no,236.6,109,40.22,11.1,2,3,Yes
1967,415,no,169.4,102,28.8,2,7,0.54,No
1968,415,no,129.6,79,22.03,9.4,10,2.54,No
1969,408,no,177.1,97,30.11,8,6,2.16,No
1970,510,yes,133.3,63,22.66,13.5,2,3.65,No
1971,510,no,167.8,121,28.53,13,3,3.51,No
1972,415,yes,174.6,107,29.68,9,4,2.43,No
1973,415,no,150.3,101,25.55,12.5,4,3.38,No
1974,510,yes,283.2,110,48.14,6.3,1,1.7,No
1975,408,yes,157.8,83,26.83,8.7,2,2.35,Yes
1976,408,no,141.2,132,24,7,2,1.89,No
1977,415,yes,230.2,106,39.13,10.4,2,2.81,No
1978,415,no,237.8,92,40.43,15.6,6,4.21,Yes
1979,510,no,204,84,34.68,13.3,3,3.59,Yes
1980,510,no,221.1,106,37.59,7.4,3,2,No
1981,408,no,177.2,93,30.12,12.7,2,3.43,No
1982,510,no,118,133,20.06,5.3,5,1.43,No
1983,415,no,163.8,73,27.85,15.7,4,4.24,No
1984,510,yes,141.3,96,24.02,9.4,3,2.54,No
1985,415,no,272.5,119,46.33,16.4,5,4.43,Yes
1986,408,yes,118.9,112,20.21,8.2,5,2.21,No
1987,415,no,7.9,100,1.34,12.1,1,3.27,No
1988,408,no,159.5,96,27.12,10.2,4,2.75,No
1989,408,no,150.2,70,25.53,12.1,2,3.27,No
1990,415,yes,144.5,35,24.57,12,7,3.24,No
1991,415,no,140.7,88,23.92,12.4,4,3.35,No
1992,510,no,169.2,123,28.76,12.6,3,3.4,No
1993,510,no,220.8,77,37.54,7.6,3,2.05,No
1994,510,no,216.3,96,36.77,4.5,3,1.22,No
1995,510,no,169.5,96,28.82,10.6,7,2.86,No
1996,510,yes,256.3,119,43.57,11.7,1,3.16,No
1997,415,no,179.7,128,30.55,7.6,3,2.05,No
1998,415,no,266,120,45.22,13.1,6,3.54,No
1999,415,no,96.7,97,16.44,9.7,3,2.62,No
2000,408,no,82.7,116,14.06,10.9,9,2.94,No
2001,415,no,168.2,87,28.59,10.1,3,2.73,No
2002,408,no,286.4,109,48.69,10.7,14,2.89,Yes
2003,408,no,174.3,95,29.63,12.9,5,3.48,No
2004,415,no,190.6,100,32.4,13,6,3.51,No
2005,510,no,175.5,86,29.84,17.8,3,4.81,No
2006,415,no,133.4,102,22.68,11.1,7,3,No
2007,510,yes,204.6,96,34.78,6.6,2,1.78,No
2008,510,no,242.2,88,41.17,6.2,6,1.67,No
2009,415,yes,253.1,112,43.03,11.9,4,3.21,No
2010,415,no,130,110,22.1,8.3,4,2.24,No
2011,408,no,105.9,151,18,12.7,7,3.43,No
2012,415,no,194.2,98,33.01,9.3,7,2.51,No
2013,408,no,183.8,111,31.25,6.1,2,1.65,No
2014,415,no,196.5,82,33.41,10.8,2,2.92,No
2015,510,no,184.5,81,31.37,13.7,3,3.7,No
2016,408,no,261.9,113,44.52,13.8,4,3.73,No
2017,510,no,202.4,118,34.41,9.2,5,2.48,No
2018,415,yes,167.4,113,28.46,9.5,4,2.57,No
2019,415,yes,167.7,104,28.51,7.5,11,2.03,No
2020,415,yes,191.7,109,32.59,11.1,4,3,No
2021,415,no,240.2,78,40.83,5.2,1,1.4,No
2022,415,yes,189.1,112,32.15,11.1,4,3,No
2023,408,no,127.7,67,21.71,10.6,7,2.86,No
2024,415,no,205.2,106,34.88,13.4,3,3.62,No
2025,415,yes,153.6,93,26.11,12.6,3,3.4,No
2026,510,no,154.5,129,26.27,13.4,3,3.62,No
2027,415,no,153.7,109,26.13,14.1,6,3.81,No
2028,408,yes,171.2,138,29.1,10.8,3,2.92,No
2029,510,no,328.1,106,55.78,8.7,3,2.35,Yes
2030,415,no,145.9,69,24.8,14.4,10,3.89,Yes
2031,415,yes,201.2,76,34.2,11.8,1,3.19,No
2032,510,no,139.1,72,23.65,11.4,9,3.08,No
2033,415,no,118.9,128,20.21,13.2,10,3.56,No
2034,408,no,217.6,87,36.99,10.4,4,2.81,Yes
2035,415,no,145,133,24.65,14.6,2,3.94,No
2036,510,no,203.5,89,34.6,8.7,3,2.35,No
2037,415,no,240.1,115,40.82,8,6,2.16,No
2038,408,no,83.8,121,14.25,6.7,8,1.81,No
2039,408,no,269.8,106,45.87,10.1,8,2.73,Yes
2040,415,yes,126.3,84,21.47,10.6,2,2.86,No
2041,510,yes,88.1,125,14.98,9.7,1,2.62,No
2042,415,yes,218.5,61,37.15,9.9,4,2.67,No
2043,415,yes,236.8,61,40.26,11.2,8,3.02,No
2044,408,no,124.1,117,21.1,6.4,5,1.73,No
2045,510,yes,184.2,132,31.31,10,10,2.7,No
2046,415,no,222.7,133,37.86,13.6,4,3.67,No
2047,415,no,149.2,98,25.36,11.1,5,3,No
2048,510,no,206.5,125,35.11,12.2,4,3.29,No
2049,510,yes,159.7,102,27.15,9.6,9,2.59,No
2050,415,yes,204.7,118,34.8,7,2,1.89,No
2051,408,no,213.2,79,36.24,7.5,4,2.03,No
2052,415,no,269.6,121,45.83,8.2,6,2.21,No
2053,415,no,116.7,92,19.84,9.7,6,2.62,No
2054,408,no,263.4,101,44.78,13,4,3.51,No
2055,408,no,140.2,97,23.83,7.1,2,1.92,No
2056,415,no,197.7,101,33.61,13.5,3,3.65,No
2057,415,no,136.2,92,23.15,13.3,7,3.59,No
2058,415,yes,88.5,87,15.05,11.5,3,3.11,No
2059,415,no,215.3,58,36.6,12.1,9,3.27,No
2060,408,no,269.2,104,45.76,8.9,2,2.4,Yes
2061,510,yes,203.8,118,34.65,7.3,5,1.97,No
2062,510,yes,268.4,112,45.63,10.3,3,2.78,No
2063,415,no,159.1,104,27.05,10.3,4,2.78,No
2064,415,no,114.4,122,19.45,10.1,5,2.73,No
2065,415,no,138.9,65,23.61,9.2,3,2.48,No
2066,415,no,186,55,31.62,12.2,6,3.29,No
2067,510,yes,170.4,91,28.97,15.1,5,4.08,No
2068,408,no,164.5,95,27.97,9.9,3,2.67,No
2069,408,no,168.6,121,28.66,12.3,4,3.32,No
2070,408,no,261.2,119,44.4,9.8,2,2.65,Yes
2071,415,no,190.5,91,32.39,13.1,5,3.54,No
2072,510,no,181.1,121,30.79,4.2,9,1.13,No
2073,408,no,177.1,131,30.11,6.5,6,1.76,No
2074,415,no,160.5,114,27.29,11.3,4,3.05,No
2075,408,no,134.7,116,22.9,6.6,5,1.78,No
2076,510,yes,198.2,107,33.69,8.8,1,2.38,No
2077,408,no,228.9,134,38.91,10.1,2,2.73,Yes
2078,408,no,241.7,137,41.09,13.1,3,3.54,No
2079,415,no,131.1,108,22.29,4.3,4,1.16,No
2080,415,no,234.1,101,39.8,13.1,9,3.54,No
2081,415,no,200.1,72,34.02,11.9,5,3.21,No
2082,408,no,154,107,26.18,10.1,7,2.73,No
2083,415,yes,224.2,106,38.11,9.8,4,2.65,No
2084,510,no,148.3,83,25.21,8.3,6,2.24,No
2085,415,yes,174.6,76,29.68,8.8,5,2.38,No
2086,415,no,138.5,110,23.55,11.1,7,3,No
2087,408,no,109,69,18.53,12.6,2,3.4,No
2088,408,no,162.3,99,27.59,11.1,8,3,No
2089,415,no,210.8,84,35.84,16.4,3,4.43,No
2090,415,no,142.4,107,24.21,11.1,7,3,No
2091,415,yes,223.5,104,38,10.6,5,2.86,No
2092,510,no,182.5,65,31.03,7.5,2,2.03,No
2093,408,no,219.6,97,37.33,10.8,4,2.92,No
2094,408,no,193.6,66,32.91,12.9,3,3.48,No
2095,415,no,192.4,111,32.71,11,6,2.97,No
2096,408,no,236.2,122,40.15,13.3,4,3.59,No
2097,510,yes,233.2,88,39.64,16.1,4,4.35,No
2098,510,no,158.8,53,27,9.8,4,2.65,No
2099,415,no,126.1,112,21.44,9.8,4,2.65,No
2100,510,no,290.4,108,49.37,10.1,5,2.73,Yes
2101,408,yes,60.6,113,10.3,13.3,7,3.59,No
2102,415,no,148.4,95,25.23,6.9,6,1.86,No
2103,415,no,246.5,108,41.91,12.7,3,3.43,No
2104,408,no,298.1,112,50.68,9.7,4,2.62,Yes
2105,510,no,119.3,82,20.28,10.9,4,2.94,No
2106,408,no,242.5,82,41.23,9.6,7,2.59,No
2107,408,yes,222.1,89,37.76,13.6,2,3.67,Yes
2108,408,no,236.2,135,40.15,10.1,6,2.73,Yes
2109,510,no,144.2,87,24.51,9.5,4,2.57,No
2110,408,yes,154.6,100,26.28,12.6,1,3.4,No
2111,415,yes,137.4,100,23.36,10.2,6,2.75,No
2112,415,no,103.7,93,17.63,14.4,1,3.89,No
2113,415,no,136.6,112,23.22,12.2,2,3.29,Yes
2114,408,no,289.8,101,49.27,11.7,4,3.16,Yes
2115,408,no,260.9,85,44.35,13.3,5,3.59,No
2116,510,no,196.2,129,33.35,15.2,1,4.1,Yes
2117,510,no,195.6,71,33.25,14.2,4,3.83,No
2118,415,no,222.2,96,37.77,11.9,7,3.21,No
2119,510,no,172.9,119,29.39,9.8,1,2.65,Yes
2120,408,no,249.8,109,42.47,11.6,4,3.13,Yes
2121,510,no,154.5,84,26.27,13.7,3,3.7,No
2122,510,no,90.4,108,15.37,12.7,2,3.43,No
2123,510,yes,268.8,78,45.7,16.4,3,4.43,No
2124,408,no,106.1,95,18.04,8.1,3,2.19,No
2125,415,no,27,117,4.59,10.7,3,2.89,No
2126,415,yes,140.1,59,23.82,3.8,10,1.03,No
2127,510,no,245,112,41.65,9.7,6,2.62,No
2128,408,no,196.7,85,33.44,11.2,5,3.02,No
2129,408,yes,131.2,98,22.3,10.2,6,2.75,No
2130,408,yes,149.6,96,25.43,7.4,4,2,No
2131,415,no,239.8,70,40.77,10.9,10,2.94,No
2132,408,yes,142.1,77,24.16,11,4,2.97,No
2133,510,no,115.4,137,19.62,6,3,1.62,No
2134,510,yes,193,99,32.81,10.3,8,2.78,No
2135,415,no,206.1,49,35.04,13,1,3.51,No
2136,415,no,160.3,138,27.25,11.2,2,3.02,No
2137,415,no,199.9,108,33.98,11.3,7,3.05,No
2138,415,no,213.1,105,36.23,8.9,3,2.4,No
2139,415,no,178.3,102,30.31,10.9,1,2.94,No
2140,510,no,252.3,120,42.89,12,5,3.24,Yes
2141,415,no,197.7,64,33.61,13.2,5,3.56,No
2142,510,yes,111.1,105,18.89,6.6,3,1.78,No
2143,415,no,96.5,86,16.41,12.5,3,3.38,Yes
2144,415,no,156.9,109,26.67,11.3,5,3.05,No
2145,415,no,123.3,78,20.96,12.7,2,3.43,No
2146,415,no,193.7,108,32.93,10.8,5,2.92,No
2147,408,no,206.9,134,35.17,10.9,4,2.94,No
2148,415,no,249.8,96,42.47,12.7,4,3.43,Yes
2149,408,no,144,102,24.48,10,7,2.7,No
2150,415,yes,299.5,83,50.92,11.6,5,3.13,No
2151,415,no,226,127,38.42,12.6,4,3.4,Yes
2152,415,no,137.6,106,23.39,9.6,6,2.59,No
2153,415,yes,211.7,121,35.99,11.1,3,3,No
2154,415,no,89.7,80,15.25,9.5,4,2.57,No
2155,408,no,197.6,126,33.59,12.5,8,3.38,No
2156,408,no,270,102,45.9,12,5,3.24,Yes
2157,415,no,224.7,116,38.2,11.3,11,3.05,No
2158,510,no,194.3,99,33.03,10.2,2,2.75,No
2159,510,no,47.7,89,8.11,13.2,3,3.56,Yes
2160,415,no,190.1,105,32.32,13,2,3.51,No
2161,408,no,89.5,94,15.22,7.9,1,2.13,Yes
2162,415,no,182.6,83,31.04,12.1,5,3.27,No
2163,415,yes,205.5,86,34.94,6.9,4,1.86,No
2164,415,no,231.5,82,39.36,7.4,10,2,No
2165,510,no,251.3,69,42.72,9.9,1,2.67,Yes
2166,415,no,171.2,103,29.1,13,3,3.51,No
2167,510,no,197.9,89,33.64,11.2,2,3.02,No
2168,510,no,134.8,94,22.92,6.7,8,1.81,No
2169,415,no,191.4,114,32.54,10.3,3,2.78,No
2170,415,no,174.5,65,29.67,10.6,2,2.86,No
2171,415,no,177.4,125,30.16,10.9,4,2.94,No
2172,510,no,182.1,89,30.96,6.8,1,1.84,No
2173,408,no,222.4,85,37.81,11.2,4,3.02,No
2174,510,no,47.8,120,8.13,13.3,7,3.59,Yes
2175,510,no,121.8,97,20.71,10.3,5,2.78,No
2176,415,no,143.5,121,24.4,8.8,5,2.38,No
2177,415,no,164.9,68,28.03,7.8,4,2.11,No
2178,415,no,193.6,58,32.91,13.1,1,3.54,No
2179,510,no,101.1,121,17.19,7.3,5,1.97,No
2180,415,yes,92.3,88,15.69,11.6,3,3.13,No
2181,415,no,168.9,128,28.71,2.9,7,0.78,No
2182,510,yes,219.2,102,37.26,15,5,4.05,No
2183,510,yes,178.1,130,30.28,13,4,3.51,No
2184,510,no,146.5,101,24.91,14,6,3.78,No
2185,415,yes,172.3,116,29.29,11.8,5,3.19,No
2186,415,no,190.9,143,32.45,13,3,3.51,No
2187,415,no,232.1,74,39.46,10.9,2,2.94,Yes
2188,415,no,169.2,124,28.76,12.4,4,3.35,Yes
2189,510,no,123.8,107,21.05,7.3,4,1.97,No
2190,510,no,96,117,16.32,9.7,4,2.62,No
2191,408,yes,93.4,106,15.88,10.9,1,2.94,No
2192,415,no,90.6,130,15.4,5.4,9,1.46,No
2193,510,no,152.9,81,25.99,5.3,6,1.43,No
2194,408,no,257.9,92,43.84,9.4,2,2.54,No
2195,408,yes,85.2,98,14.48,9,3,2.43,No
2196,415,yes,160,72,27.2,6.1,10,1.65,No
2197,415,yes,182.9,54,31.09,11.5,4,3.11,No
2198,415,no,216.2,67,36.75,3.1,1,0.84,No
2199,415,no,261.7,105,44.49,3.3,5,0.89,No
2200,415,no,241.2,105,41,8.5,4,2.3,No
2201,510,no,177.2,142,30.12,8.4,6,2.27,No
2202,510,no,89.5,128,15.22,14,3,3.78,No
2203,415,yes,200.3,72,34.05,10.4,3,2.81,No
2204,510,no,145,103,24.65,11,2,2.97,Yes
2205,510,no,159.5,99,27.12,6.8,3,1.84,No
2206,415,no,151.8,106,25.81,11.2,8,3.02,No
2207,408,no,176.2,120,29.95,10.6,4,2.86,No
2208,408,no,152.1,95,25.86,9.8,5,2.65,No
2209,408,no,161.3,122,27.42,9.6,3,2.59,No
2210,510,no,171.7,78,29.19,6.8,3,1.84,No
2211,415,no,278.9,110,47.41,11.7,7,3.16,Yes
2212,415,yes,213,121,36.21,11.1,3,3,No
2213,415,yes,242.9,67,41.29,4.8,12,1.3,No
2214,415,no,217.2,121,36.92,12.4,2,3.35,Yes
2215,415,no,175.9,111,29.9,13,7,3.51,No
2216,415,no,303.2,133,51.54,11.5,3,3.11,Yes
2217,415,no,238.9,107,40.61,11.8,3,3.19,No
2218,415,yes,189.6,42,32.23,11.4,5,3.08,No
2219,408,no,133.3,94,22.66,11.3,5,3.05,Yes
2220,415,yes,92.7,107,15.76,9.9,4,2.67,No
2221,415,no,177.2,72,30.12,8.6,7,2.32,No
2222,415,no,184.5,103,31.37,10.2,6,2.75,No
2223,415,yes,176.1,109,29.94,12.1,9,3.27,No
2224,415,no,204.7,108,34.8,11,4,2.97,No
2225,510,no,143.6,80,24.41,15.5,5,4.19,No
2226,408,no,179.3,93,30.48,12.1,5,3.27,No
2227,415,no,137.3,100,23.34,10.5,2,2.84,No
2228,408,no,237.8,92,40.43,10.2,6,2.75,No
2229,510,no,203.7,92,34.63,7.6,5,2.05,No
2230,415,yes,191.3,95,32.52,17.6,5,4.75,No
2231,510,no,209.1,141,35.55,7.8,3,2.11,No
2232,510,yes,88.8,104,15.1,7.1,9,1.92,No
2233,510,no,97.2,88,16.52,12.4,5,3.35,No
2234,510,no,137.9,96,23.44,11,5,2.97,No
2235,510,no,224.3,112,38.13,10,1,2.7,No
2236,408,yes,207.6,65,35.29,9.7,3,2.62,No
2237,510,no,268.1,95,45.58,14.4,6,3.89,No
2238,415,no,166.7,61,28.34,6.8,7,1.84,Yes
2239,408,no,267.1,104,45.41,17.3,4,4.67,Yes
2240,415,no,181.8,108,30.91,9.3,3,2.51,No
2241,415,no,147.1,80,25.01,13.7,7,3.7,No
2242,415,yes,37.7,115,6.41,4.9,3,1.32,No
2243,415,no,185,88,31.45,11.4,3,3.08,No
2244,415,no,156.4,108,26.59,8.6,4,2.32,No
2245,510,no,239.3,84,40.68,10.9,3,2.94,No
2246,415,yes,215.5,129,36.64,8.8,5,2.38,No
2247,510,no,134.9,70,22.93,11.3,6,3.05,No
2248,415,no,194.8,116,33.12,12.8,3,3.46,No
2249,408,yes,239.1,105,40.65,13.3,3,3.59,No
2250,510,no,92.6,85,15.74,14.4,4,3.89,No
2251,510,no,209.4,133,35.6,7.2,4,1.94,No
2252,415,no,197.6,83,33.59,6.4,6,1.73,No
2253,408,no,17.6,121,2.99,10.6,6,2.86,No
2254,415,no,62.9,112,10.69,8.9,8,2.4,No
2255,415,yes,202.3,97,34.39,6.7,3,1.81,No
2256,415,no,136.1,116,23.14,11.3,4,3.05,No
2257,408,no,207,109,35.19,2.6,6,0.7,No
2258,408,yes,207.9,95,35.34,13.5,3,3.65,No
2259,415,no,276.5,122,47.01,7.2,3,1.94,Yes
2260,415,yes,313.8,87,53.35,10.1,7,2.73,No
2261,415,yes,288.5,114,49.05,13,5,3.51,No
2262,408,no,210.9,85,35.85,9.4,5,2.54,No
2263,408,yes,64.9,76,11.03,14.6,1,3.94,No
2264,510,yes,243.5,137,41.4,9,9,2.43,No
2265,408,no,197,97,33.49,8.7,3,2.35,No
2266,415,yes,278,88,47.26,8.7,4,2.35,No
2267,510,yes,219.9,102,37.38,10,4,2.7,No
2268,510,no,313.2,103,53.24,12.8,4,3.46,Yes
2269,408,yes,145.7,88,24.77,11.3,7,3.05,No
2270,415,yes,75.8,102,12.89,8.2,13,2.21,No
2271,415,no,195.9,86,33.3,12.2,4,3.29,No
2272,415,no,132,95,22.44,8.7,10,2.35,No
2273,510,no,124,102,21.08,11.7,2,3.16,No
2274,415,no,171.9,98,29.22,7.6,3,2.05,No
2275,510,yes,249.4,70,42.4,9.9,2,2.67,No
2276,415,no,228.4,100,38.83,7.7,7,2.08,No
2277,510,no,168.6,71,28.66,5.9,2,1.59,No
2278,415,no,123.7,138,21.03,13.3,4,3.59,No
2279,415,no,178.7,61,30.38,8.4,4,2.27,No
2280,415,no,113.2,86,19.24,9.5,5,2.57,No
2281,415,yes,142.4,106,24.21,13.4,6,3.62,No
2282,415,yes,204.2,57,34.71,8.3,4,2.24,No
2283,415,no,149.7,71,25.45,12.6,4,3.4,No
2284,415,no,227.1,116,38.61,4.7,4,1.27,Yes
2285,415,no,155.3,75,26.4,12.6,5,3.4,No
2286,408,no,156.4,105,26.59,11.8,3,3.19,No
2287,415,yes,148.7,105,25.28,10.4,7,2.81,No
2288,510,no,271.7,112,46.19,6.6,4,1.78,No
2289,415,no,193.7,74,32.93,8.8,4,2.38,No
2290,415,yes,245.5,54,41.74,10.8,7,2.92,No
2291,510,no,245.3,108,41.7,10.7,2,2.89,Yes
2292,408,no,196.1,87,33.34,11.9,1,3.21,No
2293,415,no,134.1,112,22.8,10.5,2,2.84,No
2294,510,yes,225,78,38.25,9.1,3,2.46,No
2295,510,no,189.7,100,32.25,7.4,4,2,No
2296,415,no,142.9,96,24.29,6.6,4,1.78,No
2297,415,no,175.6,80,29.85,10.2,6,2.75,No
2298,415,no,92.4,109,15.71,12.9,4,3.48,No
2299,510,no,92.8,92,15.78,8.8,5,2.38,No
2300,415,yes,221.7,100,37.69,8,4,2.16,No
2301,510,no,159.6,94,27.13,8.8,3,2.38,No
2302,415,no,144.5,107,24.57,17,6,4.59,No
2303,415,no,159.1,100,27.05,11.5,6,3.11,No
2304,510,no,49.9,123,8.48,10.1,4,2.73,No
2305,415,yes,116.9,120,19.87,11,9,2.97,No
2306,415,no,150,98,25.5,11.1,3,3,No
2307,415,no,254.4,120,43.25,6,5,1.62,No
2308,415,yes,270.7,53,46.02,10.9,3,2.94,No
2309,415,no,207,112,35.19,12.1,3,3.27,No
2310,510,no,145.3,89,24.7,8.9,4,2.4,No
2311,408,yes,230.7,102,39.22,13.5,2,3.65,No
2312,415,no,151.5,104,25.76,10.8,2,2.92,No
2313,408,no,146.1,57,24.84,9.2,3,2.48,No
2314,415,no,256,111,43.52,11.5,4,3.11,No
2315,408,yes,200.2,105,34.03,11.6,4,3.13,No
2316,415,no,150.7,52,25.62,7,4,1.89,No
2317,415,no,186,107,31.62,12.9,4,3.48,No
2318,415,no,212.9,110,36.19,6.3,3,1.7,No
2319,510,no,194.8,133,33.12,11.5,7,3.11,No
2320,415,yes,272.5,105,46.33,8.7,6,2.35,No
2321,415,no,135.1,109,22.97,11.7,4,3.16,No
2322,408,no,154.6,56,26.28,15.5,2,4.19,No
2323,510,yes,230.5,116,39.19,10.6,6,2.86,No
2324,510,no,165.4,84,28.12,8.2,1,2.21,No
2325,510,no,143.3,120,24.36,7.8,2,2.11,Yes
2326,415,no,271.1,108,46.09,9.8,5,2.65,Yes
2327,415,no,253.5,104,43.1,14,2,3.78,No
2328,415,no,167.1,77,28.41,9.4,1,2.54,Yes
2329,415,no,168.3,96,28.61,8.4,6,2.27,No
2330,415,no,104.7,115,17.8,8.9,2,2.4,No
2331,510,no,135.4,101,23.02,10.6,2,2.86,No
2332,415,yes,191.4,102,32.54,7.2,2,1.94,No
2333,415,no,158.7,90,26.98,10.5,4,2.84,No
2334,510,no,144.8,84,24.62,8.2,4,2.21,No
2335,415,no,98.8,97,16.8,10,4,2.7,No
2336,510,no,157.8,71,26.83,10,2,2.7,Yes
2337,415,yes,163,107,27.71,11.6,5,3.13,No
2338,415,no,181.6,119,30.87,8.3,6,2.24,No
2339,510,no,129,78,21.93,11.2,3,3.02,No
2340,408,no,86,83,14.62,8.9,4,2.4,No
2341,510,yes,193.9,71,32.96,12.6,7,3.4,No
2342,510,no,109.4,107,18.6,7.1,7,1.92,No
2343,415,no,188.9,105,32.11,10.2,2,2.75,No
2344,408,no,179.9,72,30.58,13.8,2,3.73,Yes
2345,415,no,183.4,98,31.18,8.2,8,2.21,No
2346,408,no,288.1,101,48.98,0,0,0,No
2347,415,no,169.2,96,28.76,4.6,4,1.24,No
2348,415,yes,195.5,113,33.24,13.5,9,3.65,Yes
2349,415,yes,264.4,102,44.95,11.3,3,3.05,No
2350,408,no,207.7,116,35.31,9.6,5,2.59,No
2351,415,no,169.5,151,28.82,8.7,4,2.35,No
2352,415,no,141.5,102,24.06,3.4,4,0.92,No
2353,408,no,154.8,71,26.32,12.8,4,3.46,No
2354,415,no,133.5,51,22.7,11.7,4,3.16,No
2355,408,no,273.2,85,46.44,13.1,7,3.54,Yes
2356,408,no,224.6,94,38.18,12.5,8,3.38,No
2357,415,no,273.8,97,46.55,5.8,3,1.57,Yes
2358,510,no,159.5,103,27.12,10.1,2,2.73,Yes
2359,415,no,104,92,17.68,14.6,8,3.94,No
2360,415,yes,115.4,90,19.62,13.1,4,3.54,No
2361,415,no,222.1,107,37.76,9.4,3,2.54,No
2362,415,no,116.4,98,19.79,10.5,3,2.84,No
2363,415,no,217.7,118,37.01,0,0,0,No
2364,415,no,129.4,84,22,13.3,3,3.59,No
2365,415,yes,161.8,73,27.51,13.7,4,3.7,No
2366,408,yes,198.8,122,33.8,11.5,5,3.11,No
2367,408,yes,147.8,85,25.13,14,5,3.78,No
2368,415,no,262.3,114,44.59,6.6,5,1.78,No
2369,415,no,246.4,83,41.89,7.6,7,2.05,No
2370,415,no,174.3,123,29.63,9,6,2.43,Yes
2371,510,no,183.4,111,31.18,9.9,4,2.67,No
2372,415,no,191.9,95,32.62,18.2,3,4.91,No
2373,415,no,187.8,109,31.93,10.1,3,2.73,No
2374,510,no,259.7,106,44.15,10.2,2,2.75,No
2375,415,no,180.4,123,30.67,8.4,5,2.27,No
2376,510,no,51.8,107,8.81,10.4,4,2.81,No
2377,415,no,303.9,106,51.66,5.8,3,1.57,Yes
2378,415,yes,123.7,125,21.03,8.8,4,2.38,Yes
2379,510,no,206.2,122,35.05,12.6,7,3.4,No
2380,510,no,164.3,92,27.93,11.8,1,3.19,No
2381,408,no,228.6,117,38.86,10.1,2,2.73,Yes
2382,415,yes,200.4,80,34.07,7.6,5,2.05,No
2383,408,no,154.3,107,26.23,10.9,8,2.94,No
2384,510,yes,122.9,93,20.89,9.6,2,2.59,No
2385,510,no,220.8,100,37.54,6.4,3,1.73,No
2386,408,no,214.6,78,36.48,13.9,2,3.75,No
2387,408,no,202,123,34.34,7.4,2,2,Yes
2388,408,yes,209.5,108,35.62,9.1,6,2.46,Yes
2389,510,no,297.9,141,50.64,8.9,5,2.4,Yes
2390,415,no,212.8,102,36.18,10.6,4,2.86,Yes
2391,510,no,145.6,102,24.75,12.2,5,3.29,No
2392,408,yes,152.9,87,25.99,10.8,6,2.92,No
2393,510,no,125.4,158,21.32,11,7,2.97,No
2394,415,yes,138.3,96,23.51,8.3,8,2.24,No
2395,415,no,189.3,157,32.18,11.2,5,3.02,No
2396,510,no,199.3,86,33.88,14.3,2,3.86,No
2397,510,no,247.5,99,42.08,10.6,3,2.86,No
2398,415,no,294.9,71,50.13,13.2,5,3.56,Yes
2399,408,no,175.4,99,29.82,11.5,3,3.11,No
2400,415,no,179.4,70,30.5,11.2,5,3.02,No
2401,510,yes,126.8,94,21.56,8.4,4,2.27,No
2402,415,no,239.7,87,40.75,11.4,1,3.08,Yes
2403,415,yes,143,101,24.31,15.3,4,4.13,Yes
2404,415,no,91.9,109,15.62,13,7,3.51,No
2405,408,no,210.4,80,35.77,15.5,4,4.19,No
2406,415,yes,201.3,130,34.22,6.4,6,1.73,Yes
2407,510,no,145.6,59,24.75,9.2,4,2.48,No
2408,510,yes,203.5,82,34.6,13.4,6,3.62,Yes
2409,415,no,232.4,76,39.51,10.5,2,2.84,No
2410,415,yes,86.5,119,14.71,8.7,2,2.35,No
2411,408,no,109.9,102,18.68,10.9,6,2.94,No
2412,408,no,156,88,26.52,9.3,5,2.51,No
2413,415,no,326.3,112,55.47,7.5,1,2.03,Yes
2414,510,no,195,58,33.15,14.8,9,4,No
2415,415,no,110,91,18.7,6.4,7,1.73,No
2416,415,no,147.1,119,25.01,9,3,2.43,Yes
2417,510,no,156,141,26.52,11.9,5,3.21,No
2418,408,no,98.2,99,16.69,9.3,4,2.51,No
2419,415,no,210.6,120,35.8,11,5,2.97,No
2420,510,no,239.9,120,40.78,8.9,4,2.4,Yes
2421,415,no,159.9,94,27.18,11.6,2,3.13,Yes
2422,415,no,197.8,66,33.63,10.9,3,2.94,Yes
2423,408,yes,115.4,98,19.62,15.2,6,4.1,No
2424,408,no,123.8,113,21.05,3.7,2,1,No
2425,415,yes,117.6,97,19.99,6.4,3,1.73,No
2426,415,yes,105.3,82,17.9,8.6,6,2.32,No
2427,415,no,111.7,121,18.99,13.1,6,3.54,No
2428,415,no,159.3,104,27.08,9.5,3,2.57,No
2429,510,no,81.7,123,13.89,11.3,3,3.05,Yes
2430,415,yes,238,88,40.46,10,5,2.7,No
